long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,None,flags,None,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,None,long,float,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,flags,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,flags,long,flags,long,long,long,long,long,flags,long,long,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,flags,long,long,long,flags,flags,flags,long,long,flags,long,float,float,float,flags,long,long,long,long,long,flags,long,long,long,float,float,float,long,long,
432,59,0,0,0x18000100,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,60000,1,262272,0,0x0,101,0,0,25,25,106,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,0,1,1,0,0.0,0.0,0.0,-1,173,0,0,0,0,1,1,0,0,0,0,0,0,0,85,226,0,0,2200,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,101,0x0,1309,0,0x0,,,,,,,,,"Пиття",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлення ${$m2/5*24} од. мани за $d. Дія ефекту переривається, якщо персонаж підводиться.",,,,,,,,0xFF01FE,,,,,,,,,"Відновлення ${$m2/5} од. мани на сек.",,,,,,,,0xFF01FE,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
433,11,0,0,0x18000100,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,60000,1,262272,0,0x0,101,0,0,5,0,85,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,51,0x0,358,0,0x32,,,,,,,,,"Їжа",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлення $o1 од. здоров'я за $d. Дія ефекту переривається, якщо персонаж підводиться.",,,,,,,,0xFF01FE,,,,,,,,,"Відновлення $/5;s1 од. здоров'я на сек.",,,,,,,,0xFF01FE,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,1.0,0.0,0,0,
434,11,0,0,0x18000100,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,60000,1,262272,0,0x0,101,0,0,15,0,86,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,51,0x0,358,0,0x32,,,,,,,,,"Їжа",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлення $o1 од. здоров'я за $d. Дія ефекту переривається, якщо персонаж підводиться.",,,,,,,,0xFF01FE,,,,,,,,,"Відновлення $/5;s1 од. здоров'я на сек.",,,,,,,,0xFF01FE,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
435,11,0,0,0x18000100,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,60000,1,262272,0,0x0,101,0,0,25,0,106,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,51,0x0,358,0,0x32,,,,,,,,,"Їжа",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлення $o1 од. здоров'я за $d. Дія ефекту переривається, якщо персонаж підводиться.",,,,,,,,0xFF01FE,,,,,,,,,"Відновлення $/5;s1 од. здоров'я на сек.",,,,,,,,0xFF01FE,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
436,4,0,0,0x8000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,60000,0,0,0,0x0,101,0,0,0,5,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,30,0,0,21,0,0,0.0,0.0,0.0,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,147,0x0,1,0,0x0,,,,,,,,,"Відновлення мани",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлює $s1 од. мани.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,13,0x0,0x0,0x0,0,1,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
437,0,0,0,0x8000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,15,0,3,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,30,0,0,41,0,0,0.0,0.0,0.0,139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,147,0x0,1,0,0x0,,,,,,,,,"Відновлення мани",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлює $s1 од. мани.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,13,0x0,0x0,0x0,0,1,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
438,4,0,0,0x8000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,60000,0,0,0,0x0,101,0,0,0,25,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,30,0,0,81,0,0,0.0,0.0,0.0,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,147,0x0,1,0,0x0,,,,,,,,,"Відновлення мани",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлює $s1 од. мани.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,13,0x0,0x0,0x0,0,1,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
439,4,0,0,0x28000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,8,0,0,0x0,101,0,0,0,5,0,3,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,10,0,0,21,0,0,0.0,0.0,0.0,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,147,0x0,1,0,0x32,,,,,,,,,"Лікувальне зілля",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлює $s1 од. здоров'я.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,13,0x0,0x0,0x0,0,1,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
440,4,0,0,0x28000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,8,0,0,0x0,101,0,0,0,15,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,10,0,0,41,0,0,0.0,0.0,0.0,139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,147,0x0,1,0,0x32,,,,,,,,,"Лікувальне зілля",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлює $s1 од. здоров'я.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,13,0x0,0x0,0x0,0,1,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
441,4,0,0,0x28000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,8,0,0,0x0,101,0,0,0,25,0,3,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,10,0,0,81,0,0,0.0,0.0,0.0,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,147,0x0,1,0,0x32,,,,,,,,,"Лікувальне зілля",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлює $s1 од. здоров'я.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,13,0x0,0x0,0x0,0,1,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
442,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0x0,101,0,1,0,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,263,0x0,1,0,0x32,,,,,,,,,"Телепорт до Абатства Північної Землі",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Телепортація в Абатство Північної Землі!",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
443,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0x0,101,0,1,0,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,263,0x0,1,0,0x32,,,,,,,,,"Телепортація в Казарми",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Телепортація в Казарми!",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
444,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0x0,101,0,1,0,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,263,0x0,1,0,0x32,,,,,,,,,"Телепорт на Маяк",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Телепортація на Маяк!",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
445,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0x0,101,0,1,0,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,263,0x0,1,0,0x32,,,,,,,,,"Телепорт у Темнолісся",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Телепортація в Темнолісся!",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
446,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0x0,101,0,1,0,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,263,0x0,1,0,0x32,,,,,,,,,"Телепорт на Кладовище",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Телепортація на Кладовище!",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
447,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0x0,101,0,1,0,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,263,0x0,1,0,0x32,,,,,,,,,"Телепорт древня",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Телепортація до древня!",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
448,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,1,0,0x0,,,,,,,,,"Тестове заклинання редактора 2",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
453,0,0,0,0x10000,0x220000,0x80000,0x30000,0x0,0x0,0x0,0x0,0x8000000,,0x0,,0x0,64,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0x0,101,0,0,20,20,8,0,0,0,0,,5,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,-11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,6440,0x0,1487,0,0x0,,,,,,,,,"Умиротворення",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FE,,,,,,,,,"Умиротворяє противника, зменшуючи відстань, на якій він буде вас атакувати, на $s1 м. Діє лише на гуманоїдів. Час дії – $d.",,,,,,,,0xFF01FE,,,,,,,,,"Зменшення відстані, на якій ціль буде атакувати вас.",,,,,,,,0xFF01FE,6,0x85,1500,0,6,0x0,0x40,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x20,0,0,0,0.0,0.0,0.0,0,0,
454,0,0,0,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,30000,0,0,64,0,0x0,101,0,0,0,0,11,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,43,0,0x0,,,,,,,,,"Галоп (TEST)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
456,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,77,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,22,0,0,15,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,65,0,0x0,,,,,,,,,"Показувати ярлик тільки ВИМКНЕНО",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,0.0,0.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
457,22,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,4,0,10000,0,0,0,0x0,101,0,0,0,6,9,0,9,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,-5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,34,0x0,48,0,0x0,,,,,,,,,"Недоумство",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.0,0.0,0.0,0,0,
458,0,0,21,0x10158110,0x0,0x0,0x20000000,0x0,0x0,0x20000,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,31,0,0,0x0,101,0,0,0,1,21,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,0,0,1,0,0.0,0.0,0.0,0,59,0,0,0,0,1,1,0,0,0,0,0,0,0,78,32,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,1703,0x0,1176,0,0x0,,,,,,,,,"Гнідий кінь",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Дозволяє призивати та відпускати верхового гнідого коня.",,,,,,,,0xFF01FE,,,,,,,,,"Швидкість підвищена на $s2%.",,,,,,,,0xFF01FE,0,0x14A,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
459,0,0,21,0x10158110,0x0,0x0,0x20000000,0x0,0x0,0x20000,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,31,0,0,0x0,101,0,0,0,1,21,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,0,0,1,0,0.0,0.0,0.0,0,59,0,0,0,0,1,1,0,0,0,0,0,0,0,78,32,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4268,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,1709,0x0,956,0,0x0,,,,,,,,,"Сірий вовк",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Дозволяє призивати та відпускати верхового сірого вовка.",,,,,,,,0xFF01FE,,,,,,,,,"Швидкість підвищена на $s2%.",,,,,,,,0xFF01FE,0,0x85,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
461,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0x0,101,0,0,0,0,21,0,10,0,10,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,35,0,0,6,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,27,0x0,51,0,0x0,,,,,,,,,"Праведне полум'я Увімк.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x2,0,0,0,0.0,0.0,0.0,0,0,
